0 0 198
0.1 0 132
0.2 0 110
0.3 0 84
0.4 0 97
0.5 0 93
0.6 0 87
0.7 0 82
0.8 0 91
0.9 0 82
1 0 73
0 0.1 198
0.1 0.1 132
0.2 0.1 110
0.3 0.1 96
0.4 0.1 87
0.5 0.1 85
0.6 0.1 79
0.7 0.1 85
0.8 0.1 86
0.9 0.1 79
1 0.1 73
0 0.2 198
0.1 0.2 132
0.2 0.2 100
0.3 0.2 83
0.4 0.2 84
0.5 0.2 89
0.6 0.2 80
0.7 0.2 84
0.8 0.2 81
0.9 0.2 71
1 0.2 80
0 0.3 198
0.1 0.3 109
0.2 0.3 107
0.3 0.3 94
0.4 0.3 82
0.5 0.3 88
0.6 0.3 90
0.7 0.3 80
0.8 0.3 81
0.9 0.3 81
1 0.3 80
0 0.4 198
0.1 0.4 109
0.2 0.4 98
0.3 0.4 87
0.4 0.4 83
0.5 0.4 90
0.6 0.4 91
0.7 0.4 84
0.8 0.4 78
0.9 0.4 90
1 0.4 80
0 0.5 198
0.1 0.5 115
0.2 0.5 101
0.3 0.5 89
0.4 0.5 88
0.5 0.5 87
0.6 0.5 91
0.7 0.5 88
0.8 0.5 78
0.9 0.5 90
1 0.5 80
0 0.6 198
0.1 0.6 115
0.2 0.6 101
0.3 0.6 93
0.4 0.6 86
0.5 0.6 92
0.6 0.6 87
0.7 0.6 86
0.8 0.6 78
0.9 0.6 90
1 0.6 80
0 0.7 198
0.1 0.7 115
0.2 0.7 89
0.3 0.7 93
0.4 0.7 79
0.5 0.7 87
0.6 0.7 88
0.7 0.7 86
0.8 0.7 78
0.9 0.7 90
1 0.7 80
0 0.8 198
0.1 0.8 105
0.2 0.8 90
0.3 0.8 85
0.4 0.8 78
0.5 0.8 83
0.6 0.8 80
0.7 0.8 86
0.8 0.8 78
0.9 0.8 90
1 0.8 80
0 0.9 198
0.1 0.9 105
0.2 0.9 92
0.3 0.9 94
0.4 0.9 88
0.5 0.9 72
0.6 0.9 80
0.7 0.9 86
0.8 0.9 78
0.9 0.9 90
1 0.9 80
0 1 198
0.1 1 105
0.2 1 92
0.3 1 93
0.4 1 85
0.5 1 93
0.6 1 80
0.7 1 86
0.8 1 78
0.9 1 90
1 1 80
